index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level
4391,Downtown Crossing,B.70021,11,36,20.3,117,8pm-9pm,Wednesday,Orange Line,Northbound,20,placeholder
4392,State,B.70023,12,19,23.9,112,8pm-9pm,Wednesday,Orange Line,Northbound,19,placeholder
4393,Haymarket,B.70025,13,9,12.1,120,8pm-9pm,Wednesday,Orange Line,Northbound,20,placeholder
4394,North Station,B.70027,14,26,13.8,122,8pm-9pm,Wednesday,Orange Line,Northbound,20,placeholder
4395,Community College,B.70029,15,4,7,119,8pm-9pm,Wednesday,Orange Line,Northbound,20,placeholder
4396,Sullivan Square,B.70031,16,4,23.6,99,8pm-9pm,Wednesday,Orange Line,Northbound,16,placeholder
4397,Assembly,B.70279,17,4,13.4,90,8pm-9pm,Wednesday,Orange Line,Northbound,15,placeholder
4398,Wellington,B.70033,18,1,18.9,72,8pm-9pm,Wednesday,Orange Line,Northbound,12,placeholder
4399,Malden Center,B.70035,19,0,44.7,22,8pm-9pm,Wednesday,Orange Line,Northbound,4,placeholder
4400,Oak Grove,B.Oak Grove-01,20,0,24.2,0,8pm-9pm,Wednesday,Orange Line,Northbound,0,placeholder
4401,Forest Hills,B.Forest Hills-01,1,15,0,15,9pm-10pm,Wednesday,Orange Line,Northbound,2,placeholder
4402,Green Street,B.70003,2,2,0.5,18,9pm-10pm,Wednesday,Orange Line,Northbound,3,placeholder
4403,Stony Brook,B.70005,3,3,0.6,19,9pm-10pm,Wednesday,Orange Line,Northbound,3,placeholder
4404,Jackson Square,B.70007,4,5,2,22,9pm-10pm,Wednesday,Orange Line,Northbound,4,placeholder
4405,Roxbury Crossing,B.70009,5,5,1.6,26,9pm-10pm,Wednesday,Orange Line,Northbound,4,placeholder
4406,Ruggles,B.70011,6,5,1.3,30,9pm-10pm,Wednesday,Orange Line,Northbound,5,placeholder
4407,Massachusetts Avenue,B.70013,7,8,2,39,9pm-10pm,Wednesday,Orange Line,Northbound,6,placeholder
4408,Back Bay,B.70015,8,24,2.9,54,9pm-10pm,Wednesday,Orange Line,Northbound,9,placeholder
4409,Tufts Medical Center,B.70017,9,10,1.7,62,9pm-10pm,Wednesday,Orange Line,Northbound,10,placeholder
4410,Chinatown,B.70019,10,22,2.2,82,9pm-10pm,Wednesday,Orange Line,Northbound,14,placeholder
4411,Downtown Crossing,B.70021,11,25,19.8,95,9pm-10pm,Wednesday,Orange Line,Northbound,16,placeholder
4412,State,B.70023,12,12,23.8,83,9pm-10pm,Wednesday,Orange Line,Northbound,14,placeholder
4413,Haymarket,B.70025,13,10,7.7,78,9pm-10pm,Wednesday,Orange Line,Northbound,13,placeholder
4414,North Station,B.70027,14,73,9.1,143,9pm-10pm,Wednesday,Orange Line,Northbound,24,placeholder
4415,Community College,B.70029,15,3,6.6,151,9pm-10pm,Wednesday,Orange Line,Northbound,25,placeholder
4416,Sullivan Square,B.70031,16,4,37.6,117,9pm-10pm,Wednesday,Orange Line,Northbound,20,placeholder
4417,Assembly,B.70279,17,4,22.9,109,9pm-10pm,Wednesday,Orange Line,Northbound,18,placeholder
4418,Wellington,B.70033,18,1,27.7,82,9pm-10pm,Wednesday,Orange Line,Northbound,14,placeholder
4419,Malden Center,B.70035,19,0,54.2,36,9pm-10pm,Wednesday,Orange Line,Northbound,6,placeholder
4420,Oak Grove,B.Oak Grove-01,20,0,30.5,0,9pm-10pm,Wednesday,Orange Line,Northbound,0,placeholder
4421,Forest Hills,B.Forest Hills-01,1,13,0,13,10pm-11pm,Wednesday,Orange Line,Northbound,2,placeholder
4422,Green Street,B.70003,2,3,0.5,15,10pm-11pm,Wednesday,Orange Line,Northbound,2,placeholder
4423,Stony Brook,B.70005,3,4,0.4,19,10pm-11pm,Wednesday,Orange Line,Northbound,3,placeholder
4424,Jackson Square,B.70007,4,4,1.4,22,10pm-11pm,Wednesday,Orange Line,Northbound,4,placeholder
4425,Roxbury Crossing,B.70009,5,5,1.8,25,10pm-11pm,Wednesday,Orange Line,Northbound,4,placeholder
4426,Ruggles,B.70011,6,4,1.3,28,10pm-11pm,Wednesday,Orange Line,Northbound,5,placeholder
4427,Massachusetts Avenue,B.70013,7,10,1.9,34,10pm-11pm,Wednesday,Orange Line,Northbound,6,placeholder
4428,Back Bay,B.70015,8,31,3,65,10pm-11pm,Wednesday,Orange Line,Northbound,11,placeholder
4429,Tufts Medical Center,B.70017,9,10,2.1,79,10pm-11pm,Wednesday,Orange Line,Northbound,13,placeholder
4430,Chinatown,B.70019,10,15,1.4,85,10pm-11pm,Wednesday,Orange Line,Northbound,14,placeholder
4431,Downtown Crossing,B.70021,11,22,15.9,84,10pm-11pm,Wednesday,Orange Line,Northbound,14,placeholder
4432,State,B.70023,12,12,27.4,69,10pm-11pm,Wednesday,Orange Line,Northbound,12,placeholder
4433,Haymarket,B.70025,13,8,6.6,71,10pm-11pm,Wednesday,Orange Line,Northbound,12,placeholder
4434,North Station,B.70027,14,45,5.5,110,10pm-11pm,Wednesday,Orange Line,Northbound,18,placeholder
4435,Community College,B.70029,15,1,4.8,98,10pm-11pm,Wednesday,Orange Line,Northbound,16,placeholder
4436,Sullivan Square,B.70031,16,4,27.7,83,10pm-11pm,Wednesday,Orange Line,Northbound,14,placeholder
4437,Assembly,B.70279,17,2,10.1,69,10pm-11pm,Wednesday,Orange Line,Northbound,12,placeholder
4438,Wellington,B.70033,18,1,18.7,57,10pm-11pm,Wednesday,Orange Line,Northbound,10,placeholder
4439,Malden Center,B.70035,19,0,35.8,21,10pm-11pm,Wednesday,Orange Line,Northbound,4,placeholder
4440,Oak Grove,B.Oak Grove-01,20,0,21.1,0,10pm-11pm,Wednesday,Orange Line,Northbound,0,placeholder
4441,Forest Hills,B.Forest Hills-01,1,7,0,7,11pm-12am,Wednesday,Orange Line,Northbound,1,placeholder
4442,Green Street,B.70003,2,1,0.3,8,11pm-12am,Wednesday,Orange Line,Northbound,1,placeholder
4443,Stony Brook,B.70005,3,1,0.3,8,11pm-12am,Wednesday,Orange Line,Northbound,1,placeholder
4444,Jackson Square,B.70007,4,2,0.6,9,11pm-12am,Wednesday,Orange Line,Northbound,2,placeholder
4445,Roxbury Crossing,B.70009,5,2,0.6,11,11pm-12am,Wednesday,Orange Line,Northbound,2,placeholder
4446,Ruggles,B.70011,6,3,0.4,13,11pm-12am,Wednesday,Orange Line,Northbound,2,placeholder
4447,Massachusetts Avenue,B.70013,7,4,0.7,17,11pm-12am,Wednesday,Orange Line,Northbound,3,placeholder
4448,Back Bay,B.70015,8,16,1.1,30,11pm-12am,Wednesday,Orange Line,Northbound,5,placeholder
4449,Tufts Medical Center,B.70017,9,9,0.6,39,11pm-12am,Wednesday,Orange Line,Northbound,6,placeholder
4450,Chinatown,B.70019,10,8,0.3,46,11pm-12am,Wednesday,Orange Line,Northbound,8,placeholder
4451,Downtown Crossing,B.70021,11,14,8.9,51,11pm-12am,Wednesday,Orange Line,Northbound,8,placeholder
4452,State,B.70023,12,10,16.5,44,11pm-12am,Wednesday,Orange Line,Northbound,7,placeholder
4453,Haymarket,B.70025,13,6,3.5,50,11pm-12am,Wednesday,Orange Line,Northbound,8,placeholder
4454,North Station,B.70027,14,19,2.7,71,11pm-12am,Wednesday,Orange Line,Northbound,12,placeholder
4455,Community College,B.70029,15,1,2.9,63,11pm-12am,Wednesday,Orange Line,Northbound,10,placeholder
4456,Sullivan Square,B.70031,16,2,20.8,44,11pm-12am,Wednesday,Orange Line,Northbound,7,placeholder
4457,Assembly,B.70279,17,1,3.8,41,11pm-12am,Wednesday,Orange Line,Northbound,7,placeholder
4458,Wellington,B.70033,18,1,7.1,32,11pm-12am,Wednesday,Orange Line,Northbound,5,placeholder
4459,Malden Center,B.70035,19,0,22.6,9,11pm-12am,Wednesday,Orange Line,Northbound,2,placeholder
4460,Oak Grove,B.Oak Grove-01,20,0,9.9,0,11pm-12am,Wednesday,Orange Line,Northbound,0,placeholder
4461,Forest Hills,B.Forest Hills-01,1,3,0,3,12am-1am,Wednesday,Orange Line,Northbound,0,placeholder
4462,Green Street,B.70003,2,1,0.1,3,12am-1am,Wednesday,Orange Line,Northbound,0,placeholder
4463,Stony Brook,B.70005,3,1,0.2,3,12am-1am,Wednesday,Orange Line,Northbound,0,placeholder
4464,Jackson Square,B.70007,4,2,0.3,4,12am-1am,Wednesday,Orange Line,Northbound,1,placeholder
4465,Roxbury Crossing,B.70009,5,1,0.5,5,12am-1am,Wednesday,Orange Line,Northbound,1,placeholder
4466,Ruggles,B.70011,6,0,0.3,5,12am-1am,Wednesday,Orange Line,Northbound,1,placeholder
4467,Massachusetts Avenue,B.70013,7,3,0.3,7,12am-1am,Wednesday,Orange Line,Northbound,1,placeholder
4468,Back Bay,B.70015,8,4,0.6,11,12am-1am,Wednesday,Orange Line,Northbound,2,placeholder
4469,Tufts Medical Center,B.70017,9,2,0.1,12,12am-1am,Wednesday,Orange Line,Northbound,2,placeholder
4470,Chinatown,B.70019,10,1,0.1,13,12am-1am,Wednesday,Orange Line,Northbound,2,placeholder
4471,Downtown Crossing,B.70021,11,4,2.9,16,12am-1am,Wednesday,Orange Line,Northbound,3,placeholder
4472,State,B.70023,12,6,5.6,20,12am-1am,Wednesday,Orange Line,Northbound,3,placeholder
4473,Haymarket,B.70025,13,3,0.9,20,12am-1am,Wednesday,Orange Line,Northbound,3,placeholder
4474,North Station,B.70027,14,7,1.6,23,12am-1am,Wednesday,Orange Line,Northbound,4,placeholder
4475,Community College,B.70029,15,0,1,22,12am-1am,Wednesday,Orange Line,Northbound,4,placeholder
4476,Sullivan Square,B.70031,16,1,6.9,14,12am-1am,Wednesday,Orange Line,Northbound,2,placeholder
4477,Assembly,B.70279,17,1,1.4,13,12am-1am,Wednesday,Orange Line,Northbound,2,placeholder
4478,Wellington,B.70033,18,0,2.9,10,12am-1am,Wednesday,Orange Line,Northbound,2,placeholder
4479,Malden Center,B.70035,19,0,6,3,12am-1am,Wednesday,Orange Line,Northbound,0,placeholder
4480,Oak Grove,B.Oak Grove-01,20,0,3.3,0,12am-1am,Wednesday,Orange Line,Northbound,0,placeholder
4481,Forest Hills,B.Forest Hills-01,1,66,0,66,5am-6am,Thursday,Orange Line,Northbound,11,placeholder
4482,Green Street,B.70003,2,5,0.1,50,5am-6am,Thursday,Orange Line,Northbound,8,placeholder
4483,Stony Brook,B.70005,3,6,0.3,55,5am-6am,Thursday,Orange Line,Northbound,9,placeholder
4484,Jackson Square,B.70007,4,10,0.5,48,5am-6am,Thursday,Orange Line,Northbound,8,placeholder
4485,Roxbury Crossing,B.70009,5,5,2.6,72,5am-6am,Thursday,Orange Line,Northbound,12,placeholder
4486,Ruggles,B.70011,6,3,2.2,55,5am-6am,Thursday,Orange Line,Northbound,9,placeholder
4487,Massachusetts Avenue,B.70013,7,5,5.2,95,5am-6am,Thursday,Orange Line,Northbound,16,placeholder
4488,Back Bay,B.70015,8,6,13,76,5am-6am,Thursday,Orange Line,Northbound,13,placeholder
4489,Tufts Medical Center,B.70017,9,2,5.8,64,5am-6am,Thursday,Orange Line,Northbound,11,placeholder
4490,Chinatown,B.70019,10,1,3,70,5am-6am,Thursday,Orange Line,Northbound,12,placeholder
4491,Downtown Crossing,B.70021,11,10,40.1,63,5am-6am,Thursday,Orange Line,Northbound,10,placeholder
4492,State,B.70023,12,22,21.2,77,5am-6am,Thursday,Orange Line,Northbound,13,placeholder
4493,Haymarket,B.70025,13,9,9.2,77,5am-6am,Thursday,Orange Line,Northbound,13,placeholder
4494,North Station,B.70027,14,5,18,64,5am-6am,Thursday,Orange Line,Northbound,11,placeholder
4495,Community College,B.70029,15,0,11.4,69,5am-6am,Thursday,Orange Line,Northbound,12,placeholder
4496,Sullivan Square,B.70031,16,7,38.4,61,5am-6am,Thursday,Orange Line,Northbound,10,placeholder
4497,Assembly,B.70279,17,0,17.6,44,5am-6am,Thursday,Orange Line,Northbound,7,placeholder
4498,Wellington,B.70033,18,1,18.4,26,5am-6am,Thursday,Orange Line,Northbound,4,placeholder
4499,Malden Center,B.70035,19,0,11.8,4,5am-6am,Thursday,Orange Line,Northbound,1,placeholder
4500,Oak Grove,B.Oak Grove-01,20,0,5,0,5am-6am,Thursday,Orange Line,Northbound,0,placeholder
4501,Forest Hills,B.Forest Hills-01,1,102,0,102,6am-7am,Thursday,Orange Line,Northbound,17,placeholder
4502,Green Street,B.70003,2,14,0.6,115,6am-7am,Thursday,Orange Line,Northbound,19,placeholder
4503,Stony Brook,B.70005,3,20,0.5,134,6am-7am,Thursday,Orange Line,Northbound,22,placeholder
4504,Jackson Square,B.70007,4,27,1.9,173,6am-7am,Thursday,Orange Line,Northbound,29,placeholder
4505,Roxbury Crossing,B.70009,5,12,17.7,167,6am-7am,Thursday,Orange Line,Northbound,28,placeholder
4506,Ruggles,B.70011,6,12,10.6,154,6am-7am,Thursday,Orange Line,Northbound,26,placeholder
4507,Massachusetts Avenue,B.70013,7,9,10.5,152,6am-7am,Thursday,Orange Line,Northbound,25,placeholder
4508,Back Bay,B.70015,8,21,27.3,146,6am-7am,Thursday,Orange Line,Northbound,24,placeholder
4509,Tufts Medical Center,B.70017,9,5,16.6,134,6am-7am,Thursday,Orange Line,Northbound,22,placeholder
4510,Chinatown,B.70019,10,3,6.7,144,6am-7am,Thursday,Orange Line,Northbound,24,placeholder
4511,Downtown Crossing,B.70021,11,18,51.8,98,6am-7am,Thursday,Orange Line,Northbound,16,placeholder
4512,State,B.70023,12,22,24.6,95,6am-7am,Thursday,Orange Line,Northbound,16,placeholder
4513,Haymarket,B.70025,13,4,13.6,85,6am-7am,Thursday,Orange Line,Northbound,14,placeholder
4514,North Station,B.70027,14,9,20.9,73,6am-7am,Thursday,Orange Line,Northbound,12,placeholder
4515,Community College,B.70029,15,1,16,51,6am-7am,Thursday,Orange Line,Northbound,8,placeholder
4516,Sullivan Square,B.70031,16,3,17.2,33,6am-7am,Thursday,Orange Line,Northbound,6,placeholder
4517,Assembly,B.70279,17,0,10.4,29,6am-7am,Thursday,Orange Line,Northbound,5,placeholder
4518,Wellington,B.70033,18,0,10.6,19,6am-7am,Thursday,Orange Line,Northbound,3,placeholder
4519,Malden Center,B.70035,19,0,13.6,4,6am-7am,Thursday,Orange Line,Northbound,1,placeholder
4520,Oak Grove,B.Oak Grove-01,20,0,4,0,6am-7am,Thursday,Orange Line,Northbound,0,placeholder
4521,Forest Hills,B.Forest Hills-01,1,171,0,171,7am-8am,Thursday,Orange Line,Northbound,28,placeholder
4522,Green Street,B.70003,2,36,2.5,219,7am-8am,Thursday,Orange Line,Northbound,36,placeholder
4523,Stony Brook,B.70005,3,44,2.1,261,7am-8am,Thursday,Orange Line,Northbound,44,placeholder
4524,Jackson Square,B.70007,4,42,2.6,278,7am-8am,Thursday,Orange Line,Northbound,46,placeholder
4525,Roxbury Crossing,B.70009,5,20,25.3,329,7am-8am,Thursday,Orange Line,Northbound,55,placeholder
4526,Ruggles,B.70011,6,23,21.9,330,7am-8am,Thursday,Orange Line,Northbound,55,placeholder
4527,Massachusetts Avenue,B.70013,7,22,21.3,300,7am-8am,Thursday,Orange Line,Northbound,50,placeholder
4528,Back Bay,B.70015,8,52,63.6,289,7am-8am,Thursday,Orange Line,Northbound,48,placeholder
4529,Tufts Medical Center,B.70017,9,13,29.7,272,7am-8am,Thursday,Orange Line,Northbound,45,placeholder
4530,Chinatown,B.70019,10,7,15.2,264,7am-8am,Thursday,Orange Line,Northbound,44,placeholder
4531,Downtown Crossing,B.70021,11,31,97.1,224,7am-8am,Thursday,Orange Line,Northbound,37,placeholder
4532,State,B.70023,12,29,65.4,167,7am-8am,Thursday,Orange Line,Northbound,28,placeholder
4533,Haymarket,B.70025,13,7,29.5,144,7am-8am,Thursday,Orange Line,Northbound,24,placeholder
4534,North Station,B.70027,14,14,43.8,114,7am-8am,Thursday,Orange Line,Northbound,19,placeholder
4535,Community College,B.70029,15,1,36.9,90,7am-8am,Thursday,Orange Line,Northbound,15,placeholder
4536,Sullivan Square,B.70031,16,5,35,70,7am-8am,Thursday,Orange Line,Northbound,12,placeholder
4537,Assembly,B.70279,17,0,17.8,40,7am-8am,Thursday,Orange Line,Northbound,7,placeholder
4538,Wellington,B.70033,18,1,14,26,7am-8am,Thursday,Orange Line,Northbound,4,placeholder
4539,Malden Center,B.70035,19,0,22,8,7am-8am,Thursday,Orange Line,Northbound,1,placeholder
4540,Oak Grove,B.Oak Grove-01,20,0,6.3,0,7am-8am,Thursday,Orange Line,Northbound,0,placeholder
4541,Forest Hills,B.Forest Hills-01,1,181,0,181,8am-9am,Thursday,Orange Line,Northbound,30,placeholder
4542,Green Street,B.70003,2,63,2.3,260,8am-9am,Thursday,Orange Line,Northbound,43,placeholder
4543,Stony Brook,B.70005,3,70,2.4,328,8am-9am,Thursday,Orange Line,Northbound,55,placeholder
4544,Jackson Square,B.70007,4,45,2.7,407,8am-9am,Thursday,Orange Line,Northbound,68,placeholder
4545,Roxbury Crossing,B.70009,5,43,20.7,355,8am-9am,Thursday,Orange Line,Northbound,59,placeholder
4546,Ruggles,B.70011,6,27,17.3,365,8am-9am,Thursday,Orange Line,Northbound,61,placeholder
4547,Massachusetts Avenue,B.70013,7,35,25.3,375,8am-9am,Thursday,Orange Line,Northbound,62,placeholder
4548,Back Bay,B.70015,8,71,69.9,376,8am-9am,Thursday,Orange Line,Northbound,63,placeholder
4549,Tufts Medical Center,B.70017,9,16,39.4,436,8am-9am,Thursday,Orange Line,Northbound,73,placeholder
4550,Chinatown,B.70019,10,10,27.5,375,8am-9am,Thursday,Orange Line,Northbound,62,placeholder
4551,Downtown Crossing,B.70021,11,38,143.9,310,8am-9am,Thursday,Orange Line,Northbound,52,placeholder
4552,State,B.70023,12,27,122.9,214,8am-9am,Thursday,Orange Line,Northbound,36,placeholder
4553,Haymarket,B.70025,13,10,39.9,184,8am-9am,Thursday,Orange Line,Northbound,31,placeholder
4554,North Station,B.70027,14,20,62.7,141,8am-9am,Thursday,Orange Line,Northbound,24,placeholder
4555,Community College,B.70029,15,2,41.3,102,8am-9am,Thursday,Orange Line,Northbound,17,placeholder
4556,Sullivan Square,B.70031,16,6,29.4,68,8am-9am,Thursday,Orange Line,Northbound,11,placeholder
4557,Assembly,B.70279,17,1,26.9,49,8am-9am,Thursday,Orange Line,Northbound,8,placeholder
4558,Wellington,B.70033,18,2,18.3,33,8am-9am,Thursday,Orange Line,Northbound,6,placeholder
4559,Malden Center,B.70035,19,0,23.3,6,8am-9am,Thursday,Orange Line,Northbound,1,placeholder
4560,Oak Grove,B.Oak Grove-01,20,0,6.5,0,8am-9am,Thursday,Orange Line,Northbound,0,placeholder
4561,Forest Hills,B.Forest Hills-01,1,111,0,111,9am-10am,Thursday,Orange Line,Northbound,18,placeholder
4562,Green Street,B.70003,2,28,1.5,128,9am-10am,Thursday,Orange Line,Northbound,21,placeholder
4563,Stony Brook,B.70005,3,32,1.7,158,9am-10am,Thursday,Orange Line,Northbound,26,placeholder
4564,Jackson Square,B.70007,4,24,2.1,167,9am-10am,Thursday,Orange Line,Northbound,28,placeholder
4565,Roxbury Crossing,B.70009,5,20,9,178,9am-10am,Thursday,Orange Line,Northbound,30,placeholder
4566,Ruggles,B.70011,6,16,13.3,197,9am-10am,Thursday,Orange Line,Northbound,33,placeholder
4567,Massachusetts Avenue,B.70013,7,16,19.8,213,9am-10am,Thursday,Orange Line,Northbound,36,placeholder
4568,Back Bay,B.70015,8,30,43.4,199,9am-10am,Thursday,Orange Line,Northbound,33,placeholder
4569,Tufts Medical Center,B.70017,9,11,11.7,165,9am-10am,Thursday,Orange Line,Northbound,28,placeholder
4570,Chinatown,B.70019,10,8,11.4,162,9am-10am,Thursday,Orange Line,Northbound,27,placeholder
4571,Downtown Crossing,B.70021,11,26,55,120,9am-10am,Thursday,Orange Line,Northbound,20,placeholder
4572,State,B.70023,12,13,41.4,91,9am-10am,Thursday,Orange Line,Northbound,15,placeholder
4573,Haymarket,B.70025,13,7,17.5,81,9am-10am,Thursday,Orange Line,Northbound,14,placeholder
4574,North Station,B.70027,14,11,20.1,72,9am-10am,Thursday,Orange Line,Northbound,12,placeholder
4575,Community College,B.70029,15,2,21,52,9am-10am,Thursday,Orange Line,Northbound,9,placeholder
4576,Sullivan Square,B.70031,16,5,15.4,46,9am-10am,Thursday,Orange Line,Northbound,8,placeholder
4577,Assembly,B.70279,17,1,12.4,31,9am-10am,Thursday,Orange Line,Northbound,5,placeholder
4578,Wellington,B.70033,18,1,9.8,25,9am-10am,Thursday,Orange Line,Northbound,4,placeholder
4579,Malden Center,B.70035,19,0,20.5,7,9am-10am,Thursday,Orange Line,Northbound,1,placeholder
4580,Oak Grove,B.Oak Grove-01,20,0,6.9,0,9am-10am,Thursday,Orange Line,Northbound,0,placeholder
4581,Forest Hills,B.Forest Hills-01,1,55,0,55,10am-11am,Thursday,Orange Line,Northbound,9,placeholder
4582,Green Street,B.70003,2,13,0.9,63,10am-11am,Thursday,Orange Line,Northbound,10,placeholder
4583,Stony Brook,B.70005,3,17,0.8,78,10am-11am,Thursday,Orange Line,Northbound,13,placeholder
4584,Jackson Square,B.70007,4,14,1.9,98,10am-11am,Thursday,Orange Line,Northbound,16,placeholder
4585,Roxbury Crossing,B.70009,5,12,4.4,105,10am-11am,Thursday,Orange Line,Northbound,18,placeholder
4586,Ruggles,B.70011,6,8,5.8,99,10am-11am,Thursday,Orange Line,Northbound,16,placeholder
4587,Massachusetts Avenue,B.70013,7,13,8.6,96,10am-11am,Thursday,Orange Line,Northbound,16,placeholder
4588,Back Bay,B.70015,8,22,20.4,106,10am-11am,Thursday,Orange Line,Northbound,18,placeholder
4589,Tufts Medical Center,B.70017,9,12,8.8,118,10am-11am,Thursday,Orange Line,Northbound,20,placeholder
4590,Chinatown,B.70019,10,10,9.4,118,10am-11am,Thursday,Orange Line,Northbound,20,placeholder
4591,Downtown Crossing,B.70021,11,23,44.2,97,10am-11am,Thursday,Orange Line,Northbound,16,placeholder
4592,State,B.70023,12,13,28.3,82,10am-11am,Thursday,Orange Line,Northbound,14,placeholder
4593,Haymarket,B.70025,13,8,17.5,80,10am-11am,Thursday,Orange Line,Northbound,13,placeholder
4594,North Station,B.70027,14,14,14.6,79,10am-11am,Thursday,Orange Line,Northbound,13,placeholder
4595,Community College,B.70029,15,2,12,69,10am-11am,Thursday,Orange Line,Northbound,12,placeholder
4596,Sullivan Square,B.70031,16,3,15.4,51,10am-11am,Thursday,Orange Line,Northbound,8,placeholder
4597,Assembly,B.70279,17,1,11.2,40,10am-11am,Thursday,Orange Line,Northbound,7,placeholder
4598,Wellington,B.70033,18,1,11.5,30,10am-11am,Thursday,Orange Line,Northbound,5,placeholder
4599,Malden Center,B.70035,19,0,21.1,9,10am-11am,Thursday,Orange Line,Northbound,2,placeholder
4600,Oak Grove,B.Oak Grove-01,20,0,10.1,0,10am-11am,Thursday,Orange Line,Northbound,0,placeholder
4601,Forest Hills,B.Forest Hills-01,1,45,0,45,11am-12pm,Thursday,Orange Line,Northbound,8,placeholder
4602,Green Street,B.70003,2,13,0.6,61,11am-12pm,Thursday,Orange Line,Northbound,10,placeholder
4603,Stony Brook,B.70005,3,18,1,78,11am-12pm,Thursday,Orange Line,Northbound,13,placeholder
4604,Jackson Square,B.70007,4,16,2.9,99,11am-12pm,Thursday,Orange Line,Northbound,16,placeholder
4605,Roxbury Crossing,B.70009,5,16,4.7,110,11am-12pm,Thursday,Orange Line,Northbound,18,placeholder
4606,Ruggles,B.70011,6,13,7.4,115,11am-12pm,Thursday,Orange Line,Northbound,19,placeholder
4607,Massachusetts Avenue,B.70013,7,14,10.6,118,11am-12pm,Thursday,Orange Line,Northbound,20,placeholder
4608,Back Bay,B.70015,8,26,21.8,122,11am-12pm,Thursday,Orange Line,Northbound,20,placeholder
4609,Tufts Medical Center,B.70017,9,13,7.9,127,11am-12pm,Thursday,Orange Line,Northbound,21,placeholder
4610,Chinatown,B.70019,10,14,10.5,131,11am-12pm,Thursday,Orange Line,Northbound,22,placeholder
4611,Downtown Crossing,B.70021,11,29,41.7,106,11am-12pm,Thursday,Orange Line,Northbound,18,placeholder
4612,State,B.70023,12,16,30.2,92,11am-12pm,Thursday,Orange Line,Northbound,15,placeholder
4613,Haymarket,B.70025,13,8,15.4,84,11am-12pm,Thursday,Orange Line,Northbound,14,placeholder
